	name	description	page
1926	transcript_start	Transcript start (bp)	sequences
1927	transcript_end	Transcript end (bp)	sequences
1928	transcription_start_site	Transcription start site (TSS)	sequences
1929	transcript_length	Transcript length (including UTRs and CDS)	sequences
1930	cds_length	CDS Length	sequences
1931	cds_start	CDS start	sequences
1932	cds_end	CDS end	sequences
1933	ensembl_exon_id	Exon stable ID	sequences
1934	exon_chrom_start	Exon region start (bp)	sequences
1935	exon_chrom_end	Exon region end (bp)	sequences
1936	strand	Strand	sequences
1937	rank	Exon rank in transcript	sequences
1938	phase	Start phase	sequences
1939	end_phase	End phase	sequences
1940	cdna_coding_start	cDNA coding start	sequences
1941	cdna_coding_end	cDNA coding end	sequences
1942	genomic_coding_start	Genomic coding start	sequences
1943	genomic_coding_end	Genomic coding end	sequences
1944	is_constitutive	Constitutive exon	sequences
